emp_no,first_name,last_name,title,to_date,from_date
64632,Zsolt,Brender,Senior Staff,9999-01-01,1996-02-21
64532,Atilio,Segond,Engineer,9999-01-01,1990-11-29
64532,Atilio,Segond,Senior Engineer,9999-01-01,1996-11-28
64828,Krister,Pappas,Staff,9999-01-01,1999-09-30
64790,Shin,Piveteau,Engineer,9999-01-01,1985-04-19
64790,Shin,Piveteau,Senior Engineer,9999-01-01,1993-04-19
65998,Mandell,Alameldin,Senior Staff,9999-01-01,1996-04-08
64984,Eldridge,Eldridge,Engineer,9999-01-01,1986-06-24
64984,Eldridge,Eldridge,Senior Engineer,9999-01-01,1991-06-24
65171,Jeane,Tasistro,Technique Leader,9999-01-01,1994-07-06
65539,Aksel,Picaronny,Engineer,9999-01-01,1991-01-27
65539,Aksel,Picaronny,Senior Engineer,9999-01-01,1998-01-27
65883,Patricia,Pepe,Senior Staff,9999-01-01,1996-04-18
65883,Patricia,Pepe,Staff,9999-01-01,1991-04-19
65998,Mandell,Alameldin,Staff,9999-01-01,1989-04-08
66643,Jianhao,Tomescu,Engineer,9999-01-01,1996-08-26
66382,Domenico,Candan,Engineer,9999-01-01,1997-07-13
66530,Dung,Leaver,Staff,9999-01-01,1998-04-04
66702,Deniz,Thibadeau,Engineer,9999-01-01,1994-09-27
66702,Deniz,Thibadeau,Senior Engineer,9999-01-01,2000-09-26
66757,Yonghong,Baig,Staff,9999-01-01,1999-04-10
67934,Aiman,Gargeya,Engineer,9999-01-01,1985-03-07
66807,Aiman,Rosaz,Engineer,9999-01-01,1990-05-22
66807,Aiman,Rosaz,Senior Engineer,9999-01-01,1999-05-22
67320,Sadok,Lorys,Senior Staff,9999-01-01,1987-05-10
67548,Fumitaka,Roohalamini,Staff,9999-01-01,1998-06-27
67934,Aiman,Gargeya,Senior Engineer,9999-01-01,1993-03-07
68648,Jaques,DiGiano,Technique Leader,9999-01-01,1992-04-01
68416,Munenori,Debuse,Senior Engineer,9999-01-01,1990-11-08
68608,Yucai,Seghrouchni,Engineer,9999-01-01,1989-06-09
68608,Yucai,Seghrouchni,Senior Engineer,9999-01-01,1994-06-09
68633,Chinhyun,Rassart,Senior Engineer,9999-01-01,1993-07-29
69936,Lalit,Unni,Assistant Engineer,9999-01-01,1998-12-06
69052,Shietung,Shrader,Senior Staff,9999-01-01,1995-08-05
69219,Shuky,Redmiles,Senior Staff,9999-01-01,1994-07-06
69867,Miyeon,Rothe,Senior Staff,9999-01-01,1997-04-08
69867,Miyeon,Rothe,Staff,9999-01-01,1991-04-09
69878,Chinya,Cooke,Engineer,9999-01-01,1997-01-29
71066,Domenick,Basart,Senior Staff,9999-01-01,2001-01-04
70469,Tru,Miyakawa,Senior Staff,9999-01-01,1998-09-03
70469,Tru,Miyakawa,Staff,9999-01-01,1990-09-03
70990,Arumugam,Nitta,Senior Engineer,9999-01-01,1990-03-23
71141,Sajjad,Vitiello,Senior Staff,9999-01-01,1997-02-16
71141,Sajjad,Vitiello,Staff,9999-01-01,1992-02-17
71066,Domenick,Basart,Staff,9999-01-01,1996-01-05
71188,Pranjal,Schapiro,Senior Staff,9999-01-01,1993-12-14
71334,Cathie,Peck,Engineer,9999-01-01,1993-04-12
71188,Pranjal,Schapiro,Staff,9999-01-01,1986-12-14
71243,Kinh,Buchter,Engineer,9999-01-01,1986-03-29
71243,Kinh,Buchter,Senior Engineer,9999-01-01,1993-03-29
71334,Cathie,Peck,Senior Engineer,9999-01-01,1998-04-12
72640,Honglan,Hutton,Engineer,9999-01-01,1993-10-04
71685,Kristinn,Olano,Senior Engineer,9999-01-01,1989-10-03
71710,Hitomi,Takanami,Assistant Engineer,9999-01-01,1997-12-15
71745,Adil,Laventhal,Assistant Engineer,9999-01-01,1992-05-13
71745,Adil,Laventhal,Engineer,9999-01-01,2001-05-13
72190,Sajjad,Waeselynck,Engineer,9999-01-01,1999-09-13
72194,Feiyu,Siepmann,Senior Engineer,9999-01-01,1998-10-01
72232,Naraig,Veldwijk,Engineer,9999-01-01,1989-07-10
72232,Naraig,Veldwijk,Senior Engineer,9999-01-01,1996-07-10
72918,Takahira,Szilard,Senior Staff,9999-01-01,1993-01-15
72918,Takahira,Szilard,Staff,9999-01-01,1988-01-16
72640,Honglan,Hutton,Senior Engineer,9999-01-01,1998-10-04
73076,Froduald,Feldhoffer,Senior Engineer,9999-01-01,1993-03-16
73516,Qingxiang,Badache,Engineer,9999-01-01,1989-06-25
73233,Shigeo,Merey,Senior Engineer,9999-01-01,1985-07-30
73516,Qingxiang,Badache,Senior Engineer,9999-01-01,1996-06-25
73743,Anneke,Bernardeschi,Engineer,9999-01-01,1999-11-01
74200,Holgard,Weiland,Senior Engineer,9999-01-01,1991-09-24
74668,Masako,Bonifati,Senior Staff,9999-01-01,1987-04-09
74344,Hiroyasu,Provine,Engineer,9999-01-01,1994-11-25
75703,Kyoichi,Erman,Engineer,9999-01-01,1996-07-25
74800,Yuuichi,Conde,Assistant Engineer,9999-01-01,1989-03-08
74800,Yuuichi,Conde,Engineer,9999-01-01,1994-03-08
74800,Yuuichi,Conde,Senior Engineer,9999-01-01,1999-03-08
75354,Shuky,Jakobus,Engineer,9999-01-01,1986-06-16
75354,Shuky,Jakobus,Senior Engineer,9999-01-01,1993-06-16
75703,Kyoichi,Erman,Senior Engineer,9999-01-01,2001-07-25
76189,Kolar,Hinsberger,Engineer,9999-01-01,1986-10-20
76189,Kolar,Hinsberger,Senior Engineer,9999-01-01,1994-10-20
76201,Arif,Preusig,Senior Engineer,9999-01-01,1992-04-02
77030,Faiza,Garnham,Technique Leader,9999-01-01,1986-03-02
76640,Tristan,Mitsuhashi,Engineer,9999-01-01,1994-07-13
76640,Tristan,Mitsuhashi,Senior Engineer,9999-01-01,2000-07-12
77303,Xinglin,Birge,Senior Staff,9999-01-01,2001-03-05
77303,Xinglin,Birge,Staff,9999-01-01,1992-03-05
77815,Ronghao,Picaronny,Assistant Engineer,9999-01-01,1993-06-09
77647,Niranjan,Schaaf,Technique Leader,9999-01-01,1989-11-05
77815,Ronghao,Picaronny,Engineer,9999-01-01,2002-06-09
78106,Ashish,Ratnaker,Senior Staff,9999-01-01,1986-11-10
78363,Susumu,Fritzsche,Engineer,9999-01-01,1998-06-23
79171,Guiseppe,Ellozy,Senior Engineer,9999-01-01,1991-01-12
78469,Leucio,Cappelli,Staff,9999-01-01,1997-08-22
78871,Conor,Ghandeharizadeh,Senior Engineer,9999-01-01,1985-05-25
79043,Katsuo,Hockney,Technique Leader,9999-01-01,1999-11-07
79310,Jeong,Cunliffe,Senior Staff,9999-01-01,1996-10-27
79763,Sanjoy,Barreiro,Senior Staff,9999-01-01,1996-04-09
79606,Arnd,Peir,Senior Engineer,9999-01-01,1986-12-11
79763,Sanjoy,Barreiro,Staff,9999-01-01,1988-04-09
79895,Fei,Murtagh,Senior Staff,9999-01-01,1986-01-19
80203,Shakhar,Baik,Staff,9999-01-01,1993-12-01
80067,Kazuhisa,Weiland,Senior Staff,9999-01-01,1991-11-09
80067,Kazuhisa,Weiland,Staff,9999-01-01,1985-11-09
80948,Harjit,Bardell,Engineer,9999-01-01,1991-05-24
80432,Stella,Figueira,Senior Staff,9999-01-01,1998-03-14
80432,Stella,Figueira,Staff,9999-01-01,1990-03-14
80731,Shaowen,Eldridge,Senior Staff,9999-01-01,1994-12-05
80731,Shaowen,Eldridge,Staff,9999-01-01,1987-12-05
80850,Koldo,Luit,Engineer,9999-01-01,1995-04-16
80850,Koldo,Luit,Senior Engineer,9999-01-01,2001-04-15
80889,Shigeo,Linnainmaa,Senior Engineer,9999-01-01,1985-07-30
80948,Harjit,Bardell,Senior Engineer,9999-01-01,1996-05-23
81644,Divine,Ghandeharizadeh,Staff,9999-01-01,1997-11-28
81105,Jaewon,Boissier,Engineer,9999-01-01,1992-05-24
81105,Jaewon,Boissier,Senior Engineer,9999-01-01,1998-05-24
81545,Larisa,Kornyak,Technique Leader,9999-01-01,1996-03-10
82069,Yechezkel,Perfilyeva,Engineer,9999-01-01,1994-11-03
81995,Sreekrishna,Brender,Engineer,9999-01-01,1990-03-22
81995,Sreekrishna,Brender,Senior Engineer,9999-01-01,1996-03-21
82098,Poornachandra,Wilharm,Engineer,9999-01-01,1991-04-20
82098,Poornachandra,Wilharm,Senior Engineer,9999-01-01,1998-04-20
82069,Yechezkel,Perfilyeva,Senior Engineer,9999-01-01,2000-11-02
82351,Stevo,Thambidurai,Senior Staff,9999-01-01,1989-10-27
83280,Francesca,Ellozy,Senior Engineer,9999-01-01,1999-08-08
82511,Uwe,Koblick,Engineer,9999-01-01,1998-04-04
82919,Shigeu,Claffy,Engineer,9999-01-01,1998-02-03
82928,Alselm,Rikino,Engineer,9999-01-01,1990-11-16
82928,Alselm,Rikino,Senior Engineer,9999-01-01,1997-11-16
83289,Shigeichiro,Engelmann,Engineer,9999-01-01,1994-01-09
83289,Shigeichiro,Engelmann,Senior Engineer,9999-01-01,2000-01-09
83714,Ohad,Kilgore,Engineer,9999-01-01,1990-07-01
83509,Breannda,Collavizza,Engineer,9999-01-01,1989-10-12
83509,Breannda,Collavizza,Senior Engineer,9999-01-01,1994-10-12
83544,Leaf,Baak,Senior Staff,9999-01-01,2001-09-05
83544,Leaf,Baak,Staff,9999-01-01,1994-09-05
83714,Ohad,Kilgore,Senior Engineer,9999-01-01,1997-07-01
83941,Zsolt,Hagimont,Senior Staff,9999-01-01,2001-10-08
83805,Manohar,Harllee,Senior Engineer,9999-01-01,1987-03-11
84029,Babette,Eugenio,Staff,9999-01-01,1997-09-21
83941,Zsolt,Hagimont,Staff,9999-01-01,1996-10-08
84179,Shuichi,Nanard,Senior Engineer,9999-01-01,1989-03-14
84236,Eberhardt,Barriga,Senior Staff,9999-01-01,1993-06-03
84236,Eberhardt,Barriga,Staff,9999-01-01,1987-06-04
84451,Shiv,Aumann,Senior Engineer,9999-01-01,1998-06-14
84315,Kristina,Baumann,Assistant Engineer,9999-01-01,1996-09-26
84840,Sverrir,Neimat,Staff,9999-01-01,1996-11-03
84508,Tommaso,Vidya,Engineer,9999-01-01,1998-05-02
85216,Ferdinand,Rosiles,Senior Staff,9999-01-01,1997-07-08
84922,Parke,Unno,Engineer,9999-01-01,1996-07-01
84942,Shin,Fujisaki,Technique Leader,9999-01-01,1988-02-23
85414,Chiradeep,Callaway,Staff,9999-01-01,1999-07-30
85288,Younwoo,Luders,Engineer,9999-01-01,1995-03-31
85288,Younwoo,Luders,Senior Engineer,9999-01-01,2002-03-31
85445,Yongdong,Pollock,Staff,9999-01-01,1998-03-17
86546,Oldrich,Woycyznski,Engineer,9999-01-01,1985-05-15
85702,Udi,Merks,Engineer,9999-01-01,1997-08-15
85874,Pasqua,Taubman,Senior Staff,9999-01-01,1986-06-23
86213,Kristine,Clemencon,Senior Staff,9999-01-01,1996-04-21
86213,Kristine,Clemencon,Staff,9999-01-01,1990-04-22
86354,Ronghao,Segond,Senior Engineer,9999-01-01,1993-09-13
86422,Jaewon,Thummel,Senior Staff,9999-01-01,1992-09-14
86422,Jaewon,Thummel,Staff,9999-01-01,1985-09-14
86546,Oldrich,Woycyznski,Senior Engineer,9999-01-01,1990-05-15
87129,Keung,Neiman,Staff,9999-01-01,1997-04-13
86655,Zhenhua,Lorys,Engineer,9999-01-01,1995-08-21
86672,JoAnne,Anido,Staff,9999-01-01,1995-09-15
88103,Goo,Bresenham,Senior Staff,9999-01-01,1999-01-31
87353,Quingbo,Coombs,Senior Engineer,9999-01-01,1999-01-17
87714,Khun,Janetzko,Assistant Engineer,9999-01-01,1989-09-13
87714,Khun,Janetzko,Engineer,9999-01-01,1998-09-13
87729,Yongmin,Roccetti,Senior Staff,9999-01-01,1991-12-10
87729,Yongmin,Roccetti,Staff,9999-01-01,1986-12-10
87783,Conor,Thorensen,Senior Engineer,9999-01-01,1988-02-24
88958,Vojin,Coombs,Senior Staff,9999-01-01,2002-07-23
88411,Lena,Cannane,Engineer,9999-01-01,2000-01-28
88422,Jungsoon,Birsak,Technique Leader,9999-01-01,1985-04-03
88647,Vasiliy,Ratnaker,Engineer,9999-01-01,1995-08-09
88958,Vojin,Coombs,Staff,9999-01-01,1995-07-23
88965,Mang,Hedayat,Engineer,9999-01-01,1995-05-22
89090,Tetsushi,Theuretzbacher,Senior Staff,9999-01-01,1995-02-01
89048,Otmar,Birjandi,Engineer,9999-01-01,1985-03-23
89048,Otmar,Birjandi,Senior Engineer,9999-01-01,1992-03-23
89090,Tetsushi,Theuretzbacher,Staff,9999-01-01,1990-02-01
89161,Conal,Yetto,Senior Staff,9999-01-01,1999-01-12
89207,Along,Erol,Senior Staff,9999-01-01,1999-10-17
89207,Along,Erol,Staff,9999-01-01,1992-10-16
89161,Conal,Yetto,Staff,9999-01-01,1991-01-12
89590,Guther,Rothenberg,Senior Staff,9999-01-01,2000-08-07
89346,Mansur,Comyn,Engineer,9999-01-01,1999-08-31
89590,Guther,Rothenberg,Staff,9999-01-01,1991-08-08
89806,Xiadong,Shinomoto,Engineer,9999-01-01,1997-05-24
89664,Pranjal,Rossi,Staff,9999-01-01,1998-07-07
89680,Aiman,Mawatari,Engineer,9999-01-01,1988-05-01
89680,Aiman,Mawatari,Senior Engineer,9999-01-01,1997-05-01
89806,Xiadong,Shinomoto,Senior Engineer,9999-01-01,2002-05-24
89941,Arnould,Weedman,Senior Staff,9999-01-01,1989-07-28
89922,Alexius,Ibel,Engineer,9999-01-01,1988-04-24
89922,Alexius,Ibel,Senior Engineer,9999-01-01,1993-04-24
90211,Bader,Denis,Engineer,9999-01-01,1997-10-06
90077,Vivian,Guerreiro,Assistant Engineer,9999-01-01,1991-07-08
90077,Vivian,Guerreiro,Engineer,9999-01-01,1998-07-08
90084,Renny,Bale,Engineer,9999-01-01,1989-11-22
90084,Renny,Bale,Senior Engineer,9999-01-01,1996-11-22
90292,Koichi,Assaf,Engineer,9999-01-01,1990-05-26
90692,Rajmohan,DasSarma,Senior Staff,9999-01-01,1990-09-14
90292,Koichi,Assaf,Senior Engineer,9999-01-01,1998-05-26
90518,Fumiko,Chepyzhov,Senior Staff,9999-01-01,1997-01-27
90518,Fumiko,Chepyzhov,Staff,9999-01-01,1988-01-28
90614,Yonghoan,Trogemann,Assistant Engineer,9999-01-01,1988-09-23
90614,Yonghoan,Trogemann,Engineer,9999-01-01,1997-09-23
90692,Rajmohan,DasSarma,Staff,9999-01-01,1985-09-14
91229,Yahiko,Hebden,Engineer,9999-01-01,1996-10-03
91172,Kazuhisa,Melter,Senior Staff,9999-01-01,1993-07-15
91172,Kazuhisa,Melter,Staff,9999-01-01,1987-07-16
91182,Lucien,Schwartzburd,Engineer,9999-01-01,1988-08-25
91182,Lucien,Schwartzburd,Senior Engineer,9999-01-01,1994-08-25
91229,Yahiko,Hebden,Senior Engineer,9999-01-01,2001-10-03
91256,Gunilla,Milicic,Staff,9999-01-01,1998-01-09
91333,Lobel,Stafford,Staff,9999-01-01,1998-11-29
92438,Aria,Kilgore,Engineer,9999-01-01,1989-02-27
91415,Jamaludin,Nilsson,Senior Staff,9999-01-01,1994-01-15
91415,Jamaludin,Nilsson,Staff,9999-01-01,1987-01-15
91648,Dmitry,Msuda,Senior Staff,9999-01-01,1997-10-22
91648,Dmitry,Msuda,Staff,9999-01-01,1988-10-22
92438,Aria,Kilgore,Senior Engineer,9999-01-01,1996-02-28
92577,Zhanqiu,Farrow,Assistant Engineer,9999-01-01,1999-01-10
92454,Visit,McFarlan,Engineer,9999-01-01,1987-10-22
92454,Visit,McFarlan,Senior Engineer,9999-01-01,1996-10-21
92685,Mang,Atchley,Senior Staff,9999-01-01,1995-06-07
92598,Ranga,Merro,Assistant Engineer,9999-01-01,1996-05-11
92920,Huei,Hutter,Engineer,9999-01-01,1993-01-28
92841,Claude,Candan,Senior Staff,9999-01-01,1993-08-04
92846,Anyuan,Kropatsch,Senior Staff,9999-01-01,1993-09-05
92846,Anyuan,Kropatsch,Staff,9999-01-01,1986-09-05
92920,Huei,Hutter,Senior Engineer,9999-01-01,2000-01-29
93278,Magdalena,Penn,Engineer,9999-01-01,1997-01-04
93040,Jaques,Kabayashi,Senior Engineer,9999-01-01,1992-03-13
93220,Richara,Walston,Senior Engineer,9999-01-01,1996-08-27
93278,Magdalena,Penn,Senior Engineer,9999-01-01,2002-01-04
93600,Kristina,Neimat,Technique Leader,9999-01-01,1988-04-18
94416,Aran,Cesareni,Senior Staff,9999-01-01,1990-02-10
93549,Arie,Coullard,Senior Staff,9999-01-01,1998-04-15
93549,Arie,Coullard,Staff,9999-01-01,1991-04-15
94331,Ramzi,Cronau,Technique Leader,9999-01-01,1999-09-03
94761,Hitofumi,Zaccaria,Engineer,9999-01-01,1988-11-22
94761,Hitofumi,Zaccaria,Senior Engineer,9999-01-01,1997-11-22
95286,Kristin,Guerreiro,Engineer,9999-01-01,1989-08-23
94944,Heping,Matheson,Engineer,9999-01-01,1988-06-24
94944,Heping,Matheson,Senior Engineer,9999-01-01,1997-06-24
95181,Yishai,Cappelli,Staff,9999-01-01,1997-01-30
95286,Kristin,Guerreiro,Senior Engineer,9999-01-01,1997-08-23
95314,Rasiah,Koblick,Senior Staff,9999-01-01,1999-08-21
95314,Rasiah,Koblick,Staff,9999-01-01,1991-08-21
95509,Kristinn,Loncour,Engineer,9999-01-01,1995-02-08
95406,Alair,Lyonns,Engineer,9999-01-01,1997-07-12
95416,Gianluca,Ramaiah,Engineer,9999-01-01,1993-11-29
97623,Haldon,Janetzko,Senior Staff,9999-01-01,1996-09-10
95920,Nobuyoshi,Hegner,Senior Staff,9999-01-01,2001-09-07
95920,Nobuyoshi,Hegner,Staff,9999-01-01,1994-09-07
96571,Kokou,Garrabrants,Senior Engineer,9999-01-01,1997-11-05
96579,Mohan,Tasistro,Engineer,9999-01-01,1996-02-10
96767,Arumugam,Vecchio,Engineer,9999-01-01,1985-08-14
96767,Arumugam,Vecchio,Senior Engineer,9999-01-01,1992-08-14
97018,Jeanna,Chinen,Engineer,9999-01-01,1989-01-01
97018,Jeanna,Chinen,Senior Engineer,9999-01-01,1994-01-01
97623,Haldon,Janetzko,Staff,9999-01-01,1990-09-11
97661,Avishai,Hegner,Senior Staff,9999-01-01,2002-05-08
97661,Avishai,Hegner,Staff,9999-01-01,1993-05-08
98288,Sumali,Huttel,Senior Staff,9999-01-01,1997-09-12
98288,Sumali,Huttel,Staff,9999-01-01,1989-09-12
98306,Ziya,Kadhim,Senior Engineer,9999-01-01,1995-11-02
98639,Florina,Assaf,Staff,9999-01-01,1996-05-18
99373,Xiaobin,Christianini,Senior Staff,9999-01-01,1991-12-25
99057,Shugo,Reeken,Staff,9999-01-01,1999-06-21
99373,Xiaobin,Christianini,Staff,9999-01-01,1985-12-25
99377,Carrsten,Francisci,Senior Engineer,9999-01-01,1991-06-16
99654,Mahendra,Motley,Senior Staff,9999-01-01,1992-09-28
99590,Dhritiman,Anily,Staff,9999-01-01,1998-12-16
99654,Mahendra,Motley,Staff,9999-01-01,1985-09-28
100916,Heejo,Aamodt,Engineer,9999-01-01,1992-04-22
100865,Hisao,Peral,Engineer,9999-01-01,1990-10-03
100865,Hisao,Peral,Senior Engineer,9999-01-01,1998-10-03
100916,Heejo,Aamodt,Senior Engineer,9999-01-01,2001-04-22
101487,Abdelaziz,Sury,Senior Staff,9999-01-01,1999-01-31
101487,Abdelaziz,Sury,Staff,9999-01-01,1991-01-31
101647,Mori,Homond,Senior Staff,9999-01-01,2000-05-09
101647,Mori,Homond,Staff,9999-01-01,1994-05-10
102620,Adin,Templeman,Engineer,9999-01-01,1997-12-10
101902,Mantis,Millington,Senior Staff,9999-01-01,1997-03-17
101902,Mantis,Millington,Staff,9999-01-01,1991-03-18
103310,Visit,Swen,Senior Staff,9999-01-01,2000-10-01
103310,Visit,Swen,Staff,9999-01-01,1995-10-02
103316,Susanne,Peternell,Engineer,9999-01-01,1994-07-27
103316,Susanne,Peternell,Senior Engineer,9999-01-01,1999-07-27
103196,Djenana,Albarhamtoshy,Senior Staff,9999-01-01,1993-07-16
103342,Beshir,Hellwagner,Engineer,9999-01-01,1998-02-03
103196,Djenana,Albarhamtoshy,Staff,9999-01-01,1988-07-16
104845,Werner,Lodder,Senior Staff,9999-01-01,1998-06-17
103756,Heping,Halloran,Assistant Engineer,9999-01-01,1992-04-08
103756,Heping,Halloran,Engineer,9999-01-01,2001-04-08
104133,Pranjal,Zyda,Senior Staff,9999-01-01,1998-07-03
104133,Pranjal,Zyda,Staff,9999-01-01,1991-07-03
104845,Werner,Lodder,Staff,9999-01-01,1992-06-17
105520,Haldun,Lienhardt,Senior Staff,9999-01-01,1987-01-29
104988,Parviz,Litzler,Engineer,9999-01-01,1992-08-08
104988,Parviz,Litzler,Senior Engineer,9999-01-01,1999-08-09
105342,Kwun,Reeker,Technique Leader,9999-01-01,1999-07-29
105356,Diederik,Matzov,Engineer,9999-01-01,1988-05-12
105356,Diederik,Matzov,Senior Engineer,9999-01-01,1996-05-12
105731,Sachem,Cromarty,Assistant Engineer,9999-01-01,1990-08-20
105432,Mohamadou,Stafford,Engineer,9999-01-01,1995-09-12
105432,Mohamadou,Stafford,Senior Engineer,9999-01-01,2000-09-11
105731,Sachem,Cromarty,Engineer,9999-01-01,1996-08-19
106096,Naftali,Schurmann,Engineer,9999-01-01,1992-12-02
106096,Naftali,Schurmann,Senior Engineer,9999-01-01,1999-12-03
106242,Nevio,Thisen,Senior Staff,9999-01-01,1994-03-25
106242,Nevio,Thisen,Staff,9999-01-01,1988-03-25
106710,Babette,Anandan,Senior Staff,9999-01-01,1993-11-22
106695,Lijie,Garrabrants,Senior Staff,9999-01-01,1990-10-02
106695,Lijie,Garrabrants,Staff,9999-01-01,1985-10-02
106710,Babette,Anandan,Staff,9999-01-01,1986-11-22
107486,Siamak,Luiz,Senior Engineer,9999-01-01,1987-02-11
107737,Fabrizio,Chleq,Senior Engineer,9999-01-01,1999-07-31
107792,Shahab,Crooks,Senior Staff,9999-01-01,2001-03-18
107828,Ramya,Walston,Senior Staff,9999-01-01,1995-02-03
107828,Ramya,Walston,Staff,9999-01-01,1989-02-03
107792,Shahab,Crooks,Staff,9999-01-01,1992-03-18
108091,Hisao,Ghemri,Senior Staff,9999-01-01,1990-11-14
108091,Hisao,Ghemri,Staff,9999-01-01,1985-11-14
108316,Shai,Stellhorn,Senior Engineer,9999-01-01,1992-05-21
108198,Randi,Samarati,Senior Staff,9999-01-01,1999-10-21
108198,Randi,Samarati,Staff,9999-01-01,1992-10-20
108988,Oksana,Baek,Senior Staff,9999-01-01,1997-07-20
108988,Oksana,Baek,Staff,9999-01-01,1989-07-20
109062,Jamaludin,Kandlur,Senior Engineer,9999-01-01,1992-06-19
109598,Stamatina,Auyong,Senior Staff,9999-01-01,1988-07-05
109211,Gor,Delgrande,Engineer,9999-01-01,1995-11-07
109211,Gor,Delgrande,Senior Engineer,9999-01-01,2001-11-06
109252,Moty,Winter,Technique Leader,9999-01-01,1991-04-28
109278,Bangqing,Schach,Senior Staff,9999-01-01,1996-03-22
109278,Bangqing,Schach,Staff,9999-01-01,1988-03-22
109552,Menkae,Etalle,Assistant Engineer,9999-01-01,1997-05-21
109552,Menkae,Etalle,Engineer,9999-01-01,2002-05-21
109620,Mani,Cannata,Senior Staff,9999-01-01,1995-06-21
109620,Mani,Cannata,Staff,9999-01-01,1989-06-21
200363,Kirk,Quaggetto,Engineer,9999-01-01,1987-06-30
109703,Arco,Walston,Engineer,9999-01-01,1999-08-16
109741,Hatem,Fadgyas,Senior Engineer,9999-01-01,1991-11-13
109953,Godehard,Chorvat,Senior Staff,9999-01-01,1996-04-10
109953,Godehard,Chorvat,Staff,9999-01-01,1988-04-10
200267,Chuanti,Luff,Senior Staff,9999-01-01,2000-09-20
200267,Chuanti,Luff,Staff,9999-01-01,1994-09-21
200312,Akemi,Fujisaki,Senior Engineer,9999-01-01,1998-06-25
200363,Kirk,Quaggetto,Senior Engineer,9999-01-01,1995-06-30
200735,Dinah,Denos,Senior Staff,9999-01-01,2001-09-21
200735,Dinah,Denos,Staff,9999-01-01,1992-09-21
200789,Susumu,Camurati,Senior Staff,9999-01-01,1997-12-14
200789,Susumu,Camurati,Staff,9999-01-01,1991-12-15
201739,Genta,Terekhov,Assistant Engineer,9999-01-01,1998-07-21
201229,Alejandra,Khasidashvili,Staff,9999-01-01,1994-07-30
201708,Anneli,Perl,Senior Staff,9999-01-01,2000-09-08
201708,Anneli,Perl,Staff,9999-01-01,1992-09-08
201801,Waiman,Genin,Engineer,9999-01-01,1988-10-30
201709,Fan,Kakkad,Senior Staff,9999-01-01,1993-02-24
201709,Fan,Kakkad,Staff,9999-01-01,1988-02-25
201801,Waiman,Genin,Senior Engineer,9999-01-01,1995-10-30
202291,Ortrun,Schmiedel,Engineer,9999-01-01,1997-07-18
201915,Sudharsan,DeMori,Engineer,9999-01-01,1992-03-30
201915,Sudharsan,DeMori,Senior Engineer,9999-01-01,1997-03-30
202826,Kerhong,Matzke,Engineer,9999-01-01,1986-11-14
202403,Gully,Perko,Engineer,9999-01-01,1999-07-07
202414,Zvonko,Murthy,Senior Staff,9999-01-01,1992-01-07
202552,Morris,Saoudi,Engineer,9999-01-01,1991-11-22
202552,Morris,Saoudi,Senior Engineer,9999-01-01,1998-11-22
202882,Isaac,Koshino,Senior Engineer,9999-01-01,1995-09-28
202950,Giordano,Pietrzykowski,Senior Staff,9999-01-01,1987-03-26
202826,Kerhong,Matzke,Senior Engineer,9999-01-01,1993-11-14
203599,Ewing,DiGiano,Technique Leader,9999-01-01,2000-02-01
203474,Hugh,Jonsson,Senior Staff,9999-01-01,1997-07-05
203474,Hugh,Jonsson,Staff,9999-01-01,1991-07-06
203495,Zongyan,Gips,Technique Leader,9999-01-01,1997-05-31
203720,Sasan,Thimonier,Senior Staff,9999-01-01,1996-08-21
203946,Yefim,Marwedel,Senior Staff,9999-01-01,1999-03-30
203946,Yefim,Marwedel,Staff,9999-01-01,1993-03-30
204117,Jessie,Nooteboom,Staff,9999-01-01,1999-08-13
204246,Arve,Worfolk,Senior Staff,9999-01-01,1990-04-01
204133,Susuma,Bergere,Senior Staff,9999-01-01,1996-02-25
204246,Arve,Worfolk,Staff,9999-01-01,1985-04-01
204470,Hein,Lichtner,Senior Staff,9999-01-01,2001-04-02
204425,Gretta,Huttel,Senior Engineer,9999-01-01,1990-10-08
204470,Hein,Lichtner,Staff,9999-01-01,1995-04-03
204471,Franziska,Maginnis,Engineer,9999-01-01,1986-02-17
204471,Franziska,Maginnis,Senior Engineer,9999-01-01,1992-02-17
205085,Moni,Kornyak,Technique Leader,9999-01-01,1991-09-26
204764,Susanne,Mandelberg,Engineer,9999-01-01,1990-11-02
204764,Susanne,Mandelberg,Senior Engineer,9999-01-01,1996-11-01
205018,Yahiko,Awdeh,Engineer,9999-01-01,1998-08-05
205500,Mary,Setiz,Senior Engineer,9999-01-01,1989-01-13
205174,Leszek,Spinelli,Staff,9999-01-01,1998-12-10
205627,Stabislas,Broder,Engineer,9999-01-01,1996-07-16
205627,Stabislas,Broder,Senior Engineer,9999-01-01,2001-07-16
205660,Kien,Barreiro,Staff,9999-01-01,1997-08-25
205699,Youjian,Yetto,Senior Staff,9999-01-01,2000-12-06
205699,Youjian,Yetto,Staff,9999-01-01,1994-12-07
205789,Limsoon,Skafidas,Senior Staff,9999-01-01,1999-08-10
206748,Yucai,Fabrizio,Staff,9999-01-01,1999-10-06
205863,Aiichiro,Kusalik,Engineer,9999-01-01,1990-10-04
205863,Aiichiro,Kusalik,Senior Engineer,9999-01-01,1996-10-03
206966,Tzu,Sichman,Engineer,9999-01-01,1987-11-17
206836,Guadalupe,Pfau,Senior Staff,9999-01-01,2001-03-22
206836,Guadalupe,Pfau,Staff,9999-01-01,1993-03-22
